Date,City,Temperature,Humidity,Weather,City_Average_Temperature,Temperature_Deviation,Weather_Category
2026-07-08,Kolkata,32.4,53.0,Sunny,30.563333333333333,1.84,Sunny
2026-07-08,Mumbai,29.2,50.0,Sunny,28.461666666666666,0.74,Sunny
2026-07-09,Bengaluru,21.6,52.0,Rainy,25.58,-3.98,Rainy
2026-07-09,Chennai,29.1,49.0,Cloudy,30.375,-1.27,Cloudy
2026-07-09,Delhi,33.7,81.0,Rainy,33.20166666666667,0.5,Rainy
2026-07-09,Hyderabad,30.1,44.0,Sunny,29.026666666666664,1.07,Sunny
2026-07-09,Kolkata,32.0,52.0,Cloudy,30.563333333333333,1.44,Cloudy
2026-07-09,Mumbai,31.6,62.0,Rainy,28.461666666666666,3.14,Rainy
2026-07-10,Bengaluru,26.7,68.0,Sunny,25.58,1.12,Sunny
2026-07-10,Chennai,27.8,67.0,Sunny,30.375,-2.57,Sunny
2026-07-10,Delhi,30.9,73.0,Rainy,33.20166666666667,-2.3,Rainy
2026-07-10,Hyderabad,29.3,53.0,Sunny,29.026666666666664,0.27,Sunny
2026-07-10,Kolkata,32.1,33.0,Sunny,30.563333333333333,1.54,Sunny
2026-07-10,Mumbai,26.2,71.0,Sunny,28.461666666666666,-2.26,Sunny
2026-07-11,Bengaluru,25.6,77.0,Rainy,25.58,0.02,Rainy
2026-07-11,Chennai,31.1,52.0,Cloudy,30.375,0.73,Cloudy
2026-07-11,Delhi,39.5,53.0,Sunny,33.20166666666667,6.3,Sunny
2026-07-11,Hyderabad,35.8,55.0,Cloudy,29.026666666666664,6.77,Cloudy
2026-07-11,Kolkata,27.4,37.0,Sunny,30.563333333333333,-3.16,Sunny
2026-07-11,Mumbai,29.8,86.0,Rainy,28.461666666666666,1.34,Rainy
2026-07-12,Bengaluru,26.4,44.0,Sunny,25.58,0.82,Sunny
2026-07-12,Chennai,33.4,72.0,Rainy,30.375,3.02,Rainy
2026-07-12,Delhi,36.4,94.0,Sunny,33.20166666666667,3.2,Sunny
2026-07-12,Hyderabad,26.2,33.0,Sunny,29.026666666666664,-2.83,Sunny
2026-07-12,Kolkata,30.5,58.0,Sunny,30.563333333333333,-0.06,Sunny
2026-07-12,Mumbai,29.9,56.0,Sunny,28.461666666666666,1.44,Sunny
2026-07-13,Bengaluru,29.6,50.0,Sunny,25.58,4.02,Sunny
2026-07-13,Chennai,32.1,64.0,Sunny,30.375,1.73,Sunny
2026-07-13,Delhi,29.3,49.0,Sunny,33.20166666666667,-3.9,Sunny
2026-07-13,Hyderabad,27.1,41.0,Sunny,29.026666666666664,-1.93,Sunny
2026-07-13,Kolkata,29.5,38.0,Sunny,30.563333333333333,-1.06,Sunny
2026-07-13,Mumbai,24.4,47.0,Sunny,28.461666666666666,-4.06,Sunny
2026-07-14,Bengaluru,22.8,66.0,Rainy,25.58,-2.78,Rainy
2026-07-14,Chennai,27.2,58.0,Sunny,30.375,-3.18,Sunny
2026-07-14,Delhi,36.8,51.0,Sunny,33.20166666666667,3.6,Sunny
2026-07-14,Hyderabad,31.3,51.0,Sunny,29.026666666666664,2.27,Sunny
2026-07-14,Kolkata,25.2,58.0,Sunny,30.563333333333333,-5.36,Sunny
2026-07-14,Mumbai,34.8,48.0,Sunny,28.461666666666666,6.34,Sunny
2026-07-15,Bengaluru,23.2,57.0,Sunny,25.58,-2.38,Sunny
2026-07-15,Chennai,27.7,43.0,Sunny,30.375,-2.68,Sunny
2026-07-15,Delhi,33.1,52.0,Sunny,33.20166666666667,-0.1,Sunny
2026-07-15,Hyderabad,28.7,50.0,Sunny,29.026666666666664,-0.33,Sunny
2026-07-15,Kolkata,32.4,63.0,Cloudy,30.563333333333333,1.84,Cloudy
2026-07-15,Mumbai,26.2,81.0,Sunny,28.461666666666666,-2.26,Sunny
2026-07-16,Bengaluru,25.5,51.0,Sunny,25.58,-0.08,Sunny
2026-07-16,Chennai,34.2,60.0,Rainy,30.375,3.83,Rainy
2026-07-16,Delhi,37.6,61.0,Cloudy,33.20166666666667,4.4,Cloudy
2026-07-16,Hyderabad,27.8,72.0,Rainy,29.026666666666664,-1.23,Rainy
2026-07-16,Kolkata,30.1,78.0,Rainy,30.563333333333333,-0.46,Rainy
2026-07-16,Mumbai,34.1,43.0,Sunny,28.461666666666666,5.64,Sunny
2026-07-17,Bengaluru,24.4,76.0,Rainy,25.58,-1.18,Rainy
2026-07-17,Chennai,28.9,64.0,Rainy,30.375,-1.48,Rainy
2026-07-17,Delhi,28.4,54.0,Sunny,33.20166666666667,-4.8,Sunny
2026-07-17,Hyderabad,25.8,96.0,Rainy,29.026666666666664,-3.23,Rainy
2026-07-17,Kolkata,29.1,89.0,Rainy,30.563333333333333,-1.46,Rainy
2026-07-17,Mumbai,25.4,41.0,Sunny,28.461666666666666,-3.06,Sunny
2026-07-18,Bengaluru,14.9,75.0,Rainy,25.58,-10.68,Rainy
2026-07-18,Chennai,35.3,71.0,Sunny,30.375,4.92,Sunny
2026-07-18,Delhi,29.2,43.0,Cloudy,33.20166666666667,-4.0,Cloudy
2026-07-18,Hyderabad,32.2,67.0,Rainy,29.026666666666664,3.17,Rainy
2026-07-18,Kolkata,28.1,49.0,Cloudy,30.563333333333333,-2.46,Cloudy
2026-07-18,Mumbai,30.7,57.0,Sunny,28.461666666666666,2.24,Sunny
2026-07-19,Bengaluru,23.6,37.0,Sunny,25.58,-1.98,Sunny
2026-07-19,Chennai,27.2,57.0,Sunny,30.375,-3.18,Sunny
2026-07-19,Delhi,31.6,45.0,Sunny,33.20166666666667,-1.6,Sunny
2026-07-19,Hyderabad,28.7,57.0,Sunny,29.026666666666664,-0.33,Sunny
2026-07-19,Kolkata,34.2,52.0,Sunny,30.563333333333333,3.64,Sunny
2026-07-19,Mumbai,29.7,62.0,Rainy,28.461666666666666,1.24,Rainy
2026-07-20,Bengaluru,22.9,66.0,Rainy,25.58,-2.68,Rainy
2026-07-20,Chennai,32.6,50.0,Sunny,30.375,2.23,Sunny
2026-07-20,Delhi,30.9,45.0,Rainy,33.20166666666667,-2.3,Rainy
2026-07-20,Hyderabad,31.3,52.0,Cloudy,29.026666666666664,2.27,Cloudy
2026-07-20,Kolkata,29.8,35.0,Sunny,30.563333333333333,-0.76,Sunny
2026-07-20,Mumbai,28.6,55.0,Rainy,28.461666666666666,0.14,Rainy
2026-07-21,Bengaluru,28.6,33.0,Sunny,25.58,3.02,Sunny
2026-07-21,Chennai,30.7,84.0,Rainy,30.375,0.32,Rainy
2026-07-21,Delhi,29.8,74.0,Cloudy,33.20166666666667,-3.4,Cloudy
2026-07-21,Hyderabad,29.1,56.0,Rainy,29.026666666666664,0.07,Rainy
2026-07-21,Kolkata,24.7,51.0,Rainy,30.563333333333333,-5.86,Rainy
2026-07-21,Mumbai,31.0,60.0,Sunny,28.461666666666666,2.54,Sunny
2026-07-22,Bengaluru,24.2,81.0,Sunny,25.58,-1.38,Sunny
2026-07-22,Chennai,25.1,50.0,Cloudy,30.375,-5.27,Cloudy
2026-07-22,Delhi,31.7,54.0,Cloudy,33.20166666666667,-1.5,Cloudy
2026-07-22,Hyderabad,25.4,55.0,Cloudy,29.026666666666664,-3.63,Cloudy
2026-07-22,Kolkata,26.4,65.0,Sunny,30.563333333333333,-4.16,Sunny
2026-07-22,Mumbai,25.5,48.0,Sunny,28.461666666666666,-2.96,Sunny
2026-07-23,Bengaluru,24.3,60.0,Sunny,25.58,-1.28,Sunny
2026-07-23,Chennai,36.4,51.0,Sunny,30.375,6.02,Sunny
2026-07-23,Delhi,34.5,75.0,Sunny,33.20166666666667,1.3,Sunny
2026-07-23,Hyderabad,27.7,60.0,Rainy,29.026666666666664,-1.33,Rainy
2026-07-23,Kolkata,27.7,43.0,Cloudy,30.563333333333333,-2.86,Cloudy
2026-07-23,Mumbai,31.4,58.0,Sunny,28.461666666666666,2.94,Sunny
2026-07-24,Bengaluru,26.7,39.0,Cloudy,25.58,1.12,Cloudy
2026-07-24,Chennai,37.0,61.0,Rainy,30.375,6.62,Rainy
2026-07-24,Delhi,30.9,75.0,Rainy,33.20166666666667,-2.3,Rainy
2026-07-24,Hyderabad,30.5,38.0,Sunny,29.026666666666664,1.47,Sunny
2026-07-24,Kolkata,30.2,53.0,Sunny,30.563333333333333,-0.36,Sunny
2026-07-24,Mumbai,27.3,68.0,Cloudy,28.461666666666666,-1.16,Cloudy
2026-07-25,Bengaluru,27.3,53.0,Sunny,25.58,1.72,Sunny
2026-07-25,Chennai,35.0,64.0,Sunny,30.375,4.62,Sunny
2026-07-25,Delhi,34.4,61.0,Sunny,33.20166666666667,1.2,Sunny
2026-07-25,Hyderabad,23.0,86.0,Rainy,29.026666666666664,-6.03,Rainy
2026-07-25,Kolkata,31.0,75.0,Rainy,30.563333333333333,0.44,Rainy
2026-07-25,Mumbai,29.5,61.0,Rainy,28.461666666666666,1.04,Rainy
2026-07-26,Bengaluru,24.7,78.0,Rainy,25.58,-0.88,Rainy
2026-07-26,Chennai,28.1,47.0,Cloudy,30.375,-2.27,Cloudy
2026-07-26,Delhi,36.7,46.0,Rainy,33.20166666666667,3.5,Rainy
2026-07-26,Hyderabad,24.7,53.0,Sunny,29.026666666666664,-4.33,Sunny
2026-07-26,Kolkata,31.8,45.0,Sunny,30.563333333333333,1.24,Sunny
2026-07-26,Mumbai,19.1,53.0,Sunny,28.461666666666666,-9.36,Sunny
2026-07-27,Bengaluru,20.8,60.0,Rainy,25.58,-4.78,Rainy
2026-07-27,Chennai,30.8,72.0,Rainy,30.375,0.43,Rainy
2026-07-27,Delhi,31.9,63.0,Cloudy,33.20166666666667,-1.3,Cloudy
2026-07-27,Hyderabad,25.3,35.0,Cloudy,29.026666666666664,-3.73,Cloudy
2026-07-27,Kolkata,32.8,77.0,Rainy,30.563333333333333,2.24,Rainy
2026-07-27,Mumbai,24.9,57.0,Rainy,28.461666666666666,-3.56,Rainy
2026-07-28,Bengaluru,30.2,46.0,Sunny,25.58,4.62,Sunny
2026-07-28,Chennai,28.0,63.0,Cloudy,30.375,-2.38,Cloudy
2026-07-28,Delhi,30.9,67.0,Rainy,33.20166666666667,-2.3,Rainy
2026-07-28,Hyderabad,26.7,55.0,Sunny,29.026666666666664,-2.33,Sunny
2026-07-28,Kolkata,23.5,47.0,Sunny,30.563333333333333,-7.06,Sunny
2026-07-28,Mumbai,19.4,50.0,Sunny,28.461666666666666,-9.06,Sunny
2026-07-29,Bengaluru,26.8,75.0,Rainy,25.58,1.22,Rainy
2026-07-29,Chennai,37.1,39.0,Sunny,30.375,6.73,Sunny
2026-07-29,Delhi,32.1,85.0,Rainy,33.20166666666667,-1.1,Rainy
2026-07-29,Hyderabad,32.6,55.0,Cloudy,29.026666666666664,3.57,Cloudy
2026-07-29,Kolkata,31.3,70.0,Rainy,30.563333333333333,0.74,Rainy
2026-07-29,Mumbai,27.4,60.0,Sunny,28.461666666666666,-1.06,Sunny
2026-07-30,Bengaluru,24.9,98.0,Rainy,25.58,-0.68,Rainy
2026-07-30,Chennai,34.4,39.0,Sunny,30.375,4.02,Sunny
2026-07-30,Delhi,34.9,66.0,Rainy,33.20166666666667,1.7,Rainy
2026-07-30,Hyderabad,29.0,63.0,Cloudy,29.026666666666664,-0.03,Cloudy
2026-07-30,Kolkata,29.1,48.0,Cloudy,30.563333333333333,-1.46,Cloudy
2026-07-30,Mumbai,22.0,61.0,Rainy,28.461666666666666,-6.46,Rainy
2026-07-31,Bengaluru,23.1,56.0,Sunny,25.58,-2.48,Sunny
2026-07-31,Chennai,36.0,65.0,Sunny,30.375,5.62,Sunny
2026-07-31,Delhi,33.0,56.0,Cloudy,33.20166666666667,-0.2,Cloudy
2026-07-31,Hyderabad,32.3,52.0,Sunny,29.026666666666664,3.27,Sunny
2026-07-31,Kolkata,24.6,36.0,Cloudy,30.563333333333333,-5.96,Cloudy
2026-07-31,Mumbai,28.8,90.0,Rainy,28.461666666666666,0.34,Rainy
2026-08-01,Bengaluru,21.4,83.0,Rainy,25.58,-4.18,Rainy
2026-08-01,Chennai,33.3,58.0,Sunny,30.375,2.92,Sunny
2026-08-01,Delhi,37.9,66.0,Cloudy,33.20166666666667,4.7,Cloudy
2026-08-01,Hyderabad,23.8,74.0,Rainy,29.026666666666664,-5.23,Rainy
2026-08-01,Kolkata,29.0,64.0,Rainy,30.563333333333333,-1.56,Rainy
2026-08-01,Mumbai,22.1,45.0,Sunny,28.461666666666666,-6.36,Sunny
2026-08-02,Bengaluru,26.6,60.0,Cloudy,25.58,1.02,Cloudy
2026-08-02,Chennai,29.6,71.0,Rainy,30.375,-0.77,Rainy
2026-08-02,Delhi,33.4,62.0,Cloudy,33.20166666666667,0.2,Cloudy
2026-08-02,Hyderabad,24.8,75.0,Rainy,29.026666666666664,-4.23,Rainy
2026-08-02,Kolkata,39.8,67.0,Sunny,30.563333333333333,9.24,Sunny
2026-08-02,Mumbai,27.5,88.0,Rainy,28.461666666666666,-0.96,Rainy
2026-08-03,Bengaluru,26.1,82.0,Rainy,25.58,0.52,Rainy
2026-08-03,Chennai,32.1,54.0,Cloudy,30.375,1.73,Cloudy
2026-08-03,Delhi,32.5,62.0,Cloudy,33.20166666666667,-0.7,Cloudy
2026-08-03,Hyderabad,30.3,53.0,Sunny,29.026666666666664,1.27,Sunny
2026-08-03,Kolkata,32.7,52.0,Cloudy,30.563333333333333,2.14,Cloudy
2026-08-03,Mumbai,28.6,66.0,Sunny,28.461666666666666,0.14,Sunny
2026-08-04,Bengaluru,22.4,49.0,Cloudy,25.58,-3.18,Cloudy
2026-08-04,Chennai,32.9,70.0,Cloudy,30.375,2.52,Cloudy
2026-08-04,Delhi,30.5,59.0,Rainy,33.20166666666667,-2.7,Rainy
2026-08-04,Hyderabad,28.2,48.0,Sunny,29.026666666666664,-0.83,Sunny
2026-08-04,Kolkata,31.1,39.0,Sunny,30.563333333333333,0.54,Sunny
2026-08-04,Mumbai,21.0,73.0,Rainy,28.461666666666666,-7.46,Rainy
2026-08-05,Bengaluru,22.6,69.0,Sunny,25.58,-2.98,Sunny
2026-08-05,Chennai,29.2,70.0,Cloudy,30.375,-1.18,Cloudy
2026-08-05,Delhi,36.7,55.0,Sunny,33.20166666666667,3.5,Sunny
2026-08-05,Hyderabad,23.4,30.0,Cloudy,29.026666666666664,-5.63,Cloudy
2026-08-05,Kolkata,26.4,64.0,Rainy,30.563333333333333,-4.16,Rainy
2026-08-05,Mumbai,32.8,74.0,Cloudy,28.461666666666666,4.34,Cloudy
2026-08-06,Bengaluru,29.4,42.0,Sunny,25.58,3.82,Sunny
2026-08-06,Chennai,33.7,66.0,Sunny,30.375,3.33,Sunny
2026-08-06,Delhi,37.0,71.0,Rainy,33.20166666666667,3.8,Rainy
2026-08-06,Hyderabad,26.5,55.0,Sunny,29.026666666666664,-2.53,Sunny
2026-08-06,Kolkata,34.0,62.0,Cloudy,30.563333333333333,3.44,Cloudy
2026-08-06,Mumbai,25.4,64.0,Rainy,28.461666666666666,-3.06,Rainy
2026-08-07,Bengaluru,15.5,47.0,Sunny,25.58,-10.08,Sunny
2026-08-07,Chennai,27.8,67.0,Sunny,30.375,-2.57,Sunny
2026-08-07,Delhi,34.7,74.0,Rainy,33.20166666666667,1.5,Rainy
2026-08-07,Hyderabad,34.1,69.0,Rainy,29.026666666666664,5.07,Rainy
2026-08-07,Kolkata,32.0,62.0,Sunny,30.563333333333333,1.44,Sunny
2026-08-07,Mumbai,31.8,40.0,Sunny,28.461666666666666,3.34,Sunny
2026-08-08,Bengaluru,27.7,58.0,Sunny,25.58,2.12,Sunny
2026-08-08,Chennai,28.4,41.0,Cloudy,30.375,-1.98,Cloudy
2026-08-08,Delhi,33.5,80.0,Rainy,33.20166666666667,0.3,Rainy
2026-08-08,Hyderabad,27.9,38.0,Sunny,29.026666666666664,-1.13,Sunny
2026-08-08,Kolkata,27.5,39.0,Cloudy,30.563333333333333,-3.06,Cloudy
2026-08-08,Mumbai,29.1,75.0,Rainy,28.461666666666666,0.64,Rainy
2026-08-09,Bengaluru,23.3,59.0,Sunny,25.58,-2.28,Sunny
2026-08-09,Chennai,33.7,72.0,Rainy,30.375,3.33,Rainy
2026-08-09,Delhi,32.0,72.0,Rainy,33.20166666666667,-1.2,Rainy
2026-08-09,Hyderabad,33.3,57.0,Rainy,29.026666666666664,4.27,Rainy
2026-08-09,Kolkata,30.5,57.0,Sunny,30.563333333333333,-0.06,Sunny
2026-08-09,Mumbai,31.6,45.0,Cloudy,28.461666666666666,3.14,Cloudy
2026-08-10,Bengaluru,26.7,78.0,Rainy,25.58,1.12,Rainy
2026-08-10,Chennai,28.6,67.0,Rainy,30.375,-1.77,Rainy
2026-08-10,Delhi,32.1,45.0,Sunny,33.20166666666667,-1.1,Sunny
2026-08-10,Hyderabad,24.8,66.0,Cloudy,29.026666666666664,-4.23,Cloudy
2026-08-10,Kolkata,30.5,57.0,Sunny,30.563333333333333,-0.06,Sunny
2026-08-10,Mumbai,33.4,52.0,Sunny,28.461666666666666,4.94,Sunny
2026-08-11,Bengaluru,25.9,39.0,Sunny,25.58,0.32,Sunny
2026-08-11,Chennai,26.6,46.0,Cloudy,30.375,-3.77,Cloudy
2026-08-11,Delhi,34.9,66.0,Rainy,33.20166666666667,1.7,Rainy
2026-08-11,Hyderabad,30.1,54.0,Rainy,29.026666666666664,1.07,Rainy
2026-08-11,Kolkata,31.6,75.0,Rainy,30.563333333333333,1.04,Rainy
2026-08-11,Mumbai,32.3,58.0,Sunny,28.461666666666666,3.84,Sunny
2026-08-12,Bengaluru,30.1,65.0,Sunny,25.58,4.52,Sunny
2026-08-12,Chennai,28.0,61.0,Cloudy,30.375,-2.38,Cloudy
2026-08-12,Delhi,26.1,77.0,Rainy,33.20166666666667,-7.1,Rainy
2026-08-12,Hyderabad,38.1,52.0,Rainy,29.026666666666664,9.07,Rainy
2026-08-12,Kolkata,28.7,62.0,Rainy,30.563333333333333,-1.86,Rainy
2026-08-12,Mumbai,26.5,53.0,Rainy,28.461666666666666,-1.96,Rainy
2026-08-13,Bengaluru,26.6,39.0,Sunny,25.58,1.02,Sunny
2026-08-13,Chennai,36.4,49.0,Rainy,30.375,6.02,Rainy
2026-08-13,Delhi,27.9,45.0,Cloudy,33.20166666666667,-5.3,Cloudy
2026-08-13,Hyderabad,25.8,65.0,Rainy,29.026666666666664,-3.23,Rainy
2026-08-13,Kolkata,28.8,65.0,Cloudy,30.563333333333333,-1.76,Cloudy
2026-08-13,Mumbai,32.5,59.0,Sunny,28.461666666666666,4.04,Sunny
2026-08-14,Bengaluru,28.2,39.0,Sunny,25.58,2.62,Sunny
2026-08-14,Chennai,27.8,79.0,Rainy,30.375,-2.57,Rainy
2026-08-14,Delhi,27.0,79.0,Rainy,33.20166666666667,-6.2,Rainy
2026-08-14,Hyderabad,26.6,54.0,Cloudy,29.026666666666664,-2.43,Cloudy
2026-08-14,Kolkata,33.2,37.0,Cloudy,30.563333333333333,2.64,Cloudy
2026-08-14,Mumbai,28.5,72.0,Sunny,28.461666666666666,0.04,Sunny
2026-08-15,Bengaluru,20.7,78.0,Sunny,25.58,-4.88,Sunny
2026-08-15,Chennai,24.0,60.0,Sunny,30.375,-6.38,Sunny
2026-08-15,Delhi,36.2,46.0,Cloudy,33.20166666666667,3.0,Cloudy
2026-08-15,Hyderabad,25.9,40.0,Sunny,29.026666666666664,-3.13,Sunny
2026-08-15,Kolkata,31.1,45.0,Sunny,30.563333333333333,0.54,Sunny
2026-08-15,Mumbai,30.5,58.0,Rainy,28.461666666666666,2.04,Rainy
2026-08-16,Bengaluru,23.6,63.0,Sunny,25.58,-1.98,Sunny
2026-08-16,Chennai,28.7,38.0,Sunny,30.375,-1.68,Sunny
2026-08-16,Delhi,32.0,61.0,Cloudy,33.20166666666667,-1.2,Cloudy
2026-08-16,Hyderabad,25.3,54.0,Cloudy,29.026666666666664,-3.73,Cloudy
2026-08-16,Kolkata,32.5,65.0,Sunny,30.563333333333333,1.94,Sunny
2026-08-16,Mumbai,23.7,50.0,Cloudy,28.461666666666666,-4.76,Cloudy
2026-08-17,Bengaluru,22.2,66.0,Rainy,25.58,-3.38,Rainy
2026-08-17,Chennai,26.7,47.0,Sunny,30.375,-3.68,Sunny
2026-08-17,Delhi,35.3,49.0,Sunny,33.20166666666667,2.1,Sunny
2026-08-17,Hyderabad,37.4,55.0,Cloudy,29.026666666666664,8.37,Cloudy
2026-08-17,Kolkata,34.1,66.0,Sunny,30.563333333333333,3.54,Sunny
2026-08-17,Mumbai,29.7,43.0,Cloudy,28.461666666666666,1.24,Cloudy
2026-08-18,Bengaluru,18.6,65.0,Cloudy,25.58,-6.98,Cloudy
2026-08-18,Chennai,32.9,56.0,Sunny,30.375,2.52,Sunny
2026-08-18,Delhi,36.7,56.0,Sunny,33.20166666666667,3.5,Sunny
2026-08-18,Hyderabad,26.8,30.0,Cloudy,29.026666666666664,-2.23,Cloudy
2026-08-18,Kolkata,32.7,60.0,Cloudy,30.563333333333333,2.14,Cloudy
2026-08-18,Mumbai,33.1,86.0,Rainy,28.461666666666666,4.64,Rainy
2026-08-19,Bengaluru,27.5,80.0,Cloudy,25.58,1.92,Cloudy
2026-08-19,Chennai,27.1,86.0,Rainy,30.375,-3.27,Rainy
2026-08-19,Delhi,35.3,58.0,Sunny,33.20166666666667,2.1,Sunny
2026-08-19,Hyderabad,39.4,51.0,Sunny,29.026666666666664,10.37,Sunny
2026-08-19,Kolkata,33.7,53.0,Cloudy,30.563333333333333,3.14,Cloudy
2026-08-19,Mumbai,25.6,60.0,Rainy,28.461666666666666,-2.86,Rainy
2026-08-20,Bengaluru,20.4,70.0,Rainy,25.58,-5.18,Rainy
2026-08-20,Chennai,32.8,64.0,Rainy,30.375,2.42,Rainy
2026-08-20,Delhi,37.6,63.0,Rainy,33.20166666666667,4.4,Rainy
2026-08-20,Hyderabad,28.7,43.0,Sunny,29.026666666666664,-0.33,Sunny
2026-08-20,Kolkata,29.6,57.0,Cloudy,30.563333333333333,-0.96,Cloudy
2026-08-20,Mumbai,30.4,52.0,Sunny,28.461666666666666,1.94,Sunny
2026-08-21,Bengaluru,32.8,51.0,Cloudy,25.58,7.22,Cloudy
2026-08-21,Chennai,30.1,51.0,Sunny,30.375,-0.27,Sunny
2026-08-21,Delhi,30.8,84.0,Rainy,33.20166666666667,-2.4,Rainy
2026-08-21,Hyderabad,36.7,45.0,Sunny,29.026666666666664,7.67,Sunny
2026-08-21,Kolkata,32.8,83.0,Rainy,30.563333333333333,2.24,Rainy
2026-08-21,Mumbai,30.2,49.0,Sunny,28.461666666666666,1.74,Sunny
2026-08-22,Bengaluru,28.7,48.0,Cloudy,25.58,3.12,Cloudy
2026-08-22,Chennai,23.6,57.0,Sunny,30.375,-6.77,Sunny
2026-08-22,Delhi,26.0,92.0,Rainy,33.20166666666667,-7.2,Rainy
2026-08-22,Hyderabad,27.2,68.0,Sunny,29.026666666666664,-1.83,Sunny
2026-08-22,Kolkata,25.1,56.0,Cloudy,30.563333333333333,-5.46,Cloudy
2026-08-22,Mumbai,28.4,56.0,Sunny,28.461666666666666,-0.06,Sunny
2026-08-23,Bengaluru,29.0,49.0,Sunny,25.58,3.42,Sunny
2026-08-23,Chennai,34.6,73.0,Rainy,30.375,4.23,Rainy
2026-08-23,Delhi,35.8,67.0,Cloudy,33.20166666666667,2.6,Cloudy
2026-08-23,Hyderabad,29.0,68.0,Rainy,29.026666666666664,-0.03,Rainy
2026-08-23,Kolkata,35.9,45.0,Sunny,30.563333333333333,5.34,Sunny
2026-08-23,Mumbai,25.5,98.0,Sunny,28.461666666666666,-2.96,Sunny
2026-08-24,Bengaluru,26.2,66.0,Sunny,25.58,0.62,Sunny
2026-08-24,Chennai,32.1,77.0,Rainy,30.375,1.73,Rainy
